year,make,model,problem
2013,Ford,F-150,Battery drains overnight
2013,Ford,F-150,TPMS light on
2013,Ford,F-150,Alternator failure
2013,Ford,F-150,EPC light on
2013,Ford,F-150,Power window won't go up
2014,Ford,F-150,Oil leak near valve cover
2014,Ford,F-150,Squealing serpentine belt
2014,Ford,F-150,P0420 catalytic converter efficiency
2014,Ford,F-150,Alternator failure
2014,Ford,F-150,Battery drains overnight
2014,Ford,F-150,Wheel bearing humming noise
2014,Ford,F-150,P0442 EVAP small leak
2014,Ford,F-150,Won't start
2014,Ford,F-150,Key fob not working
2014,Ford,F-150,Coolant leak near water pump
2015,Ford,F-150,Squealing serpentine belt
2015,Ford,F-150,Oil leak near valve cover
2015,Ford,F-150,Alternator failure
2015,Ford,F-150,EPC light on
2015,Ford,F-150,Rough idle when cold
2015,Ford,F-150,O2 sensor code
2015,Ford,F-150,Battery drains overnight
2015,Ford,F-150,TPMS light on
2016,Ford,F-150,P0420 catalytic converter efficiency
2016,Ford,F-150,Steering wheel vibration at highway speed
2016,Ford,F-150,Power steering hard to turn
2016,Ford,F-150,Overheating in traffic
2016,Ford,F-150,Brake squeal when stopping
2016,Ford,F-150,Battery drains overnight
2016,Ford,F-150,O2 sensor code
2016,Ford,F-150,Rough idle when cold
2016,Ford,F-150,Check engine with P0300 random misfire
2017,Ford,F-150,Steering wheel vibration at highway speed
2017,Ford,F-150,Check engine with P0300 random misfire
2017,Ford,F-150,Oil leak near valve cover
2017,Ford,F-150,Overheating in traffic
2017,Ford,F-150,Brake squeal when stopping
2017,Ford,F-150,Coolant leak near water pump
2017,Ford,F-150,Power steering hard to turn
2017,Ford,F-150,P0442 EVAP small leak
2017,Ford,F-150,AC not blowing cold
2018,Ford,F-150,Won't start
2018,Ford,F-150,Alternator failure
2018,Ford,F-150,Overheating in traffic
2018,Ford,F-150,Check engine with P0300 random misfire
2018,Ford,F-150,Wheel bearing humming noise
2018,Ford,F-150,Squealing serpentine belt
2018,Ford,F-150,O2 sensor code
2018,Ford,F-150,P0442 EVAP small leak
2019,Ford,F-150,Power steering hard to turn
2019,Ford,F-150,Rough shifting at low speeds
2019,Ford,F-150,Brake squeal when stopping
2019,Ford,F-150,P0442 EVAP small leak
2019,Ford,F-150,O2 sensor code
2019,Ford,F-150,ABS light on
2019,Ford,F-150,Coolant leak near water pump
2019,Ford,F-150,Rough idle when cold
2019,Ford,F-150,Squealing serpentine belt
2019,Ford,F-150,Wheel bearing humming noise
2019,Ford,F-150,AC not blowing cold
2010,Ford,Mustang,O2 sensor code
2010,Ford,Mustang,Brake squeal when stopping
2010,Ford,Mustang,Rough idle when cold
2010,Ford,Mustang,Squealing serpentine belt
2010,Ford,Mustang,Won't start
2010,Ford,Mustang,Power window won't go up
2010,Ford,Mustang,Overheating in traffic
2010,Ford,Mustang,Battery drains overnight
2011,Ford,Mustang,Overheating in traffic
2011,Ford,Mustang,AC not blowing cold
2011,Ford,Mustang,P0442 EVAP small leak
2011,Ford,Mustang,O2 sensor code
2011,Ford,Mustang,Alternator failure
2011,Ford,Mustang,ABS light on
2011,Ford,Mustang,TPMS light on
2011,Ford,Mustang,Power window won't go up
2011,Ford,Mustang,Squealing serpentine belt
2011,Ford,Mustang,Key fob not working
2011,Ford,Mustang,EPC light on
2012,Ford,Mustang,AC not blowing cold
2012,Ford,Mustang,Rough shifting at low speeds
2012,Ford,Mustang,P0442 EVAP small leak
2012,Ford,Mustang,Won't start
2012,Ford,Mustang,Steering wheel vibration at highway speed
2012,Ford,Mustang,P0420 catalytic converter efficiency
2012,Ford,Mustang,Coolant leak near water pump
2012,Ford,Mustang,Rough idle when cold
2012,Ford,Mustang,Alternator failure
2013,Ford,Mustang,AC not blowing cold
2013,Ford,Mustang,Battery drains overnight
2013,Ford,Mustang,TPMS light on
2013,Ford,Mustang,P0442 EVAP small leak
2013,Ford,Mustang,Power window won't go up
2013,Ford,Mustang,Rough idle when cold
2013,Ford,Mustang,EPC light on
2013,Ford,Mustang,Coolant leak near water pump
2013,Ford,Mustang,Power steering hard to turn
2013,Ford,Mustang,Brake squeal when stopping
2014,Ford,Mustang,Coolant leak near water pump
2014,Ford,Mustang,Check engine with P0300 random misfire
2014,Ford,Mustang,Won't start
2014,Ford,Mustang,Rough shifting at low speeds
2014,Ford,Mustang,Power steering hard to turn
2014,Ford,Mustang,P0420 catalytic converter efficiency
2014,Ford,Mustang,Alternator failure
2014,Ford,Mustang,Oil leak near valve cover
2014,Ford,Mustang,Power window won't go up
2014,Ford,Mustang,Squealing serpentine belt
2015,Ford,Mustang,Coolant leak near water pump
2015,Ford,Mustang,Squealing serpentine belt
2015,Ford,Mustang,O2 sensor code
2015,Ford,Mustang,Check engine with P0300 random misfire
2015,Ford,Mustang,Rough shifting at low speeds
2015,Ford,Mustang,Battery drains overnight
2015,Ford,Mustang,Key fob not working
2015,Ford,Mustang,Wheel bearing humming noise
2015,Ford,Mustang,Transmission slipping between gears
2016,Ford,Mustang,Overheating in traffic
2016,Ford,Mustang,Rough idle when cold
2016,Ford,Mustang,Battery drains overnight
2016,Ford,Mustang,Key fob not working
2016,Ford,Mustang,Squealing serpentine belt
2016,Ford,Mustang,P0420 catalytic converter efficiency
2016,Ford,Mustang,Power steering hard to turn
2016,Ford,Mustang,O2 sensor code
2016,Ford,Mustang,EPC light on
2017,Ford,Mustang,Check engine with P0300 random misfire
2017,Ford,Mustang,P0442 EVAP small leak
2017,Ford,Mustang,Rough shifting at low speeds
2017,Ford,Mustang,Wheel bearing humming noise
2017,Ford,Mustang,Battery drains overnight
2017,Ford,Mustang,Rough idle when cold
2017,Ford,Mustang,TPMS light on
2017,Ford,Mustang,Alternator failure
2017,Ford,Mustang,Power window won't go up
2018,Ford,Mustang,ABS light on
2018,Ford,Mustang,O2 sensor code
2018,Ford,Mustang,Power window won't go up
2018,Ford,Mustang,P0442 EVAP small leak
2018,Ford,Mustang,Power steering hard to turn
2018,Ford,Mustang,Steering wheel vibration at highway speed
2018,Ford,Mustang,Key fob not working
2018,Ford,Mustang,Coolant leak near water pump
2018,Ford,Mustang,Overheating in traffic
2018,Ford,Mustang,Brake squeal when stopping
2019,Ford,Mustang,Power window won't go up
2019,Ford,Mustang,P0442 EVAP small leak
2019,Ford,Mustang,Rough shifting at low speeds
2019,Ford,Mustang,Brake squeal when stopping
2019,Ford,Mustang,Overheating in traffic
2019,Ford,Mustang,Check engine with P0300 random misfire
2019,Ford,Mustang,O2 sensor code
2019,Ford,Mustang,AC not blowing cold
2010,Ford,Fusion,Transmission slipping between gears
2010,Ford,Fusion,Overheating in traffic
2010,Ford,Fusion,Key fob not working
2010,Ford,Fusion,Power window won't go up
2010,Ford,Fusion,Coolant leak near water pump
2010,Ford,Fusion,Alternator failure
2010,Ford,Fusion,Rough idle when cold
2010,Ford,Fusion,O2 sensor code
2010,Ford,Fusion,Brake squeal when stopping
2011,Ford,Fusion,Alternator failure
2011,Ford,Fusion,TPMS light on
2011,Ford,Fusion,Key fob not working
2011,Ford,Fusion,Coolant leak near water pump
2011,Ford,Fusion,AC not blowing cold
2011,Ford,Fusion,Oil leak near valve cover
2011,Ford,Fusion,P0442 EVAP small leak
2011,Ford,Fusion,P0420 catalytic converter efficiency
2011,Ford,Fusion,O2 sensor code
2011,Ford,Fusion,Steering wheel vibration at highway speed
2011,Ford,Fusion,Wheel bearing humming noise
2011,Ford,Fusion,Overheating in traffic
2012,Ford,Fusion,P0442 EVAP small leak
2012,Ford,Fusion,O2 sensor code
2012,Ford,Fusion,Alternator failure
2012,Ford,Fusion,AC not blowing cold
2012,Ford,Fusion,Coolant leak near water pump
2012,Ford,Fusion,Check engine with P0300 random misfire
2012,Ford,Fusion,Rough shifting at low speeds
2012,Ford,Fusion,Wheel bearing humming noise
2012,Ford,Fusion,Overheating in traffic
2012,Ford,Fusion,Rough idle when cold
2012,Ford,Fusion,Power window won't go up
2013,Ford,Fusion,AC not blowing cold
2013,Ford,Fusion,EPC light on
2013,Ford,Fusion,Check engine with P0300 random misfire
2013,Ford,Fusion,Transmission slipping between gears
2013,Ford,Fusion,Rough idle when cold
2013,Ford,Fusion,P0420 catalytic converter efficiency
2013,Ford,Fusion,Power window won't go up
2013,Ford,Fusion,Rough shifting at low speeds
2013,Ford,Fusion,Squealing serpentine belt
2013,Ford,Fusion,Wheel bearing humming noise
2013,Ford,Fusion,Brake squeal when stopping
2013,Ford,Fusion,TPMS light on
2014,Ford,Fusion,P0420 catalytic converter efficiency
2014,Ford,Fusion,Battery drains overnight
2014,Ford,Fusion,Check engine with P0300 random misfire
2014,Ford,Fusion,Transmission slipping between gears
2014,Ford,Fusion,EPC light on
2014,Ford,Fusion,Key fob not working
2014,Ford,Fusion,Power window won't go up
2014,Ford,Fusion,Brake squeal when stopping
2014,Ford,Fusion,Squealing serpentine belt
2015,Ford,Fusion,EPC light on
2015,Ford,Fusion,P0420 catalytic converter efficiency
2015,Ford,Fusion,ABS light on
2015,Ford,Fusion,Oil leak near valve cover
2015,Ford,Fusion,Won't start
2015,Ford,Fusion,O2 sensor code
2015,Ford,Fusion,P0442 EVAP small leak
2015,Ford,Fusion,Brake squeal when stopping
2015,Ford,Fusion,Wheel bearing humming noise
2015,Ford,Fusion,Overheating in traffic
2016,Ford,Fusion,Rough shifting at low speeds
2016,Ford,Fusion,Key fob not working
2016,Ford,Fusion,Steering wheel vibration at highway speed
2016,Ford,Fusion,P0442 EVAP small leak
2016,Ford,Fusion,Brake squeal when stopping
2016,Ford,Fusion,Power steering hard to turn
2016,Ford,Fusion,Wheel bearing humming noise
2016,Ford,Fusion,Oil leak near valve cover
2016,Ford,Fusion,Check engine with P0300 random misfire
2017,Ford,Fusion,Rough shifting at low speeds
2017,Ford,Fusion,Steering wheel vibration at highway speed
2017,Ford,Fusion,ABS light on
2017,Ford,Fusion,Transmission slipping between gears
2017,Ford,Fusion,Check engine with P0300 random misfire
2017,Ford,Fusion,Rough idle when cold
2017,Ford,Fusion,Alternator failure
2017,Ford,Fusion,Battery drains overnight
2017,Ford,Fusion,P0442 EVAP small leak
2017,Ford,Fusion,Key fob not working
2017,Ford,Fusion,Power steering hard to turn
2017,Ford,Fusion,EPC light on
2018,Ford,Fusion,Alternator failure
2018,Ford,Fusion,P0442 EVAP small leak
2018,Ford,Fusion,Oil leak near valve cover
2018,Ford,Fusion,Key fob not working
2018,Ford,Fusion,Rough shifting at low speeds
2018,Ford,Fusion,EPC light on
2018,Ford,Fusion,P0420 catalytic converter efficiency
2018,Ford,Fusion,Wheel bearing humming noise
2018,Ford,Fusion,Overheating in traffic
2018,Ford,Fusion,Transmission slipping between gears
2010,Toyota,Camry,Oil leak near valve cover
2010,Toyota,Camry,Coolant leak near water pump
2010,Toyota,Camry,Squealing serpentine belt
2010,Toyota,Camry,EPC light on
2010,Toyota,Camry,Power steering hard to turn
2010,Toyota,Camry,Overheating in traffic
2010,Toyota,Camry,Steering wheel vibration at highway speed
2010,Toyota,Camry,Alternator failure
2010,Toyota,Camry,TPMS light on
2011,Toyota,Camry,EPC light on
2011,Toyota,Camry,P0420 catalytic converter efficiency
2011,Toyota,Camry,Battery drains overnight
2011,Toyota,Camry,Transmission slipping between gears
2011,Toyota,Camry,Check engine with P0300 random misfire
2011,Toyota,Camry,Power window won't go up
2011,Toyota,Camry,TPMS light on
2011,Toyota,Camry,Power steering hard to turn
2011,Toyota,Camry,Steering wheel vibration at highway speed
2011,Toyota,Camry,Key fob not working
2011,Toyota,Camry,Rough shifting at low speeds
2011,Toyota,Camry,Brake squeal when stopping
2012,Toyota,Camry,Power window won't go up
2012,Toyota,Camry,Battery drains overnight
2012,Toyota,Camry,Transmission slipping between gears
2012,Toyota,Camry,Rough idle when cold
2012,Toyota,Camry,Steering wheel vibration at highway speed
2012,Toyota,Camry,Oil leak near valve cover
2012,Toyota,Camry,Won't start
2012,Toyota,Camry,Alternator failure
2012,Toyota,Camry,EPC light on
2012,Toyota,Camry,P0420 catalytic converter efficiency
2012,Toyota,Camry,Key fob not working
2012,Toyota,Camry,ABS light on
2013,Toyota,Camry,Rough shifting at low speeds
2013,Toyota,Camry,Squealing serpentine belt
2013,Toyota,Camry,Check engine with P0300 random misfire
2013,Toyota,Camry,Wheel bearing humming noise
2013,Toyota,Camry,Battery drains overnight
2013,Toyota,Camry,Alternator failure
2013,Toyota,Camry,Oil leak near valve cover
2013,Toyota,Camry,Power steering hard to turn
2014,Toyota,Camry,Oil leak near valve cover
2014,Toyota,Camry,Overheating in traffic
2014,Toyota,Camry,EPC light on
2014,Toyota,Camry,O2 sensor code
2014,Toyota,Camry,Power window won't go up
2014,Toyota,Camry,AC not blowing cold
2014,Toyota,Camry,Won't start
2014,Toyota,Camry,Power steering hard to turn
2014,Toyota,Camry,Check engine with P0300 random misfire
2014,Toyota,Camry,ABS light on
2014,Toyota,Camry,Transmission slipping between gears
2014,Toyota,Camry,P0420 catalytic converter efficiency
2015,Toyota,Camry,Battery drains overnight
2015,Toyota,Camry,ABS light on
2015,Toyota,Camry,Power window won't go up
2015,Toyota,Camry,Power steering hard to turn
2015,Toyota,Camry,Won't start
2015,Toyota,Camry,Check engine with P0300 random misfire
2015,Toyota,Camry,Coolant leak near water pump
2015,Toyota,Camry,Brake squeal when stopping
2015,Toyota,Camry,Alternator failure
2015,Toyota,Camry,Transmission slipping between gears
2016,Toyota,Camry,Rough shifting at low speeds
2016,Toyota,Camry,Power steering hard to turn
2016,Toyota,Camry,Oil leak near valve cover
2016,Toyota,Camry,AC not blowing cold
2016,Toyota,Camry,Transmission slipping between gears
2016,Toyota,Camry,Overheating in traffic
2016,Toyota,Camry,Key fob not working
2016,Toyota,Camry,O2 sensor code
2016,Toyota,Camry,P0420 catalytic converter efficiency
2017,Toyota,Camry,P0442 EVAP small leak
2017,Toyota,Camry,Rough shifting at low speeds
2017,Toyota,Camry,Transmission slipping between gears
2017,Toyota,Camry,Wheel bearing humming noise
2017,Toyota,Camry,Coolant leak near water pump
2017,Toyota,Camry,Squealing serpentine belt
2017,Toyota,Camry,Overheating in traffic
2017,Toyota,Camry,Power steering hard to turn
2017,Toyota,Camry,ABS light on
2017,Toyota,Camry,EPC light on
2017,Toyota,Camry,O2 sensor code
2017,Toyota,Camry,AC not blowing cold
2018,Toyota,Camry,P0442 EVAP small leak
2018,Toyota,Camry,Power window won't go up
2018,Toyota,Camry,Battery drains overnight
2018,Toyota,Camry,Transmission slipping between gears
2018,Toyota,Camry,TPMS light on
2018,Toyota,Camry,EPC light on
2018,Toyota,Camry,Alternator failure
2018,Toyota,Camry,Key fob not working
2018,Toyota,Camry,AC not blowing cold
2019,Toyota,Camry,Battery drains overnight
2019,Toyota,Camry,Rough idle when cold
2019,Toyota,Camry,ABS light on
2019,Toyota,Camry,Transmission slipping between gears
2019,Toyota,Camry,Won't start
2019,Toyota,Camry,P0442 EVAP small leak
2019,Toyota,Camry,P0420 catalytic converter efficiency
2019,Toyota,Camry,Alternator failure
2019,Toyota,Camry,Steering wheel vibration at highway speed
2019,Toyota,Camry,Key fob not working
2010,Toyota,Corolla,Squealing serpentine belt
2010,Toyota,Corolla,Transmission slipping between gears
2010,Toyota,Corolla,Rough idle when cold
2010,Toyota,Corolla,AC not blowing cold
2010,Toyota,Corolla,Key fob not working
2010,Toyota,Corolla,ABS light on
2010,Toyota,Corolla,P0420 catalytic converter efficiency
2010,Toyota,Corolla,EPC light on
2010,Toyota,Corolla,Oil leak near valve cover
2010,Toyota,Corolla,Power window won't go up
2011,Toyota,Corolla,TPMS light on
2011,Toyota,Corolla,Transmission slipping between gears
2011,Toyota,Corolla,P0420 catalytic converter efficiency
2011,Toyota,Corolla,Battery drains overnight
2011,Toyota,Corolla,Power window won't go up
2011,Toyota,Corolla,Rough shifting at low speeds
2011,Toyota,Corolla,Oil leak near valve cover
2011,Toyota,Corolla,O2 sensor code
2011,Toyota,Corolla,Rough idle when cold
2011,Toyota,Corolla,Key fob not working
2011,Toyota,Corolla,Check engine with P0300 random misfire
2012,Toyota,Corolla,Won't start
2012,Toyota,Corolla,Power steering hard to turn
2012,Toyota,Corolla,Transmission slipping between gears
2012,Toyota,Corolla,AC not blowing cold
2012,Toyota,Corolla,Wheel bearing humming noise
2012,Toyota,Corolla,Check engine with P0300 random misfire
2012,Toyota,Corolla,Rough shifting at low speeds
2012,Toyota,Corolla,Coolant leak near water pump
2012,Toyota,Corolla,EPC light on
2012,Toyota,Corolla,Steering wheel vibration at highway speed
2013,Toyota,Corolla,Steering wheel vibration at highway speed
2013,Toyota,Corolla,Rough shifting at low speeds
2013,Toyota,Corolla,Rough idle when cold
2013,Toyota,Corolla,Key fob not working
2013,Toyota,Corolla,EPC light on
2013,Toyota,Corolla,Squealing serpentine belt
2013,Toyota,Corolla,O2 sensor code
2013,Toyota,Corolla,P0442 EVAP small leak
2013,Toyota,Corolla,P0420 catalytic converter efficiency
2013,Toyota,Corolla,Power window won't go up
2013,Toyota,Corolla,AC not blowing cold
2013,Toyota,Corolla,Won't start
2014,Toyota,Corolla,Won't start
2014,Toyota,Corolla,P0442 EVAP small leak
2014,Toyota,Corolla,Power steering hard to turn
2014,Toyota,Corolla,Alternator failure
2014,Toyota,Corolla,Oil leak near valve cover
2014,Toyota,Corolla,Steering wheel vibration at highway speed
2014,Toyota,Corolla,Key fob not working
2014,Toyota,Corolla,Check engine with P0300 random misfire
2014,Toyota,Corolla,AC not blowing cold
2014,Toyota,Corolla,Overheating in traffic
2015,Toyota,Corolla,Oil leak near valve cover
2015,Toyota,Corolla,Alternator failure
2015,Toyota,Corolla,Rough idle when cold
2015,Toyota,Corolla,EPC light on
2015,Toyota,Corolla,Steering wheel vibration at highway speed
2015,Toyota,Corolla,Transmission slipping between gears
2015,Toyota,Corolla,Overheating in traffic
2015,Toyota,Corolla,O2 sensor code
2015,Toyota,Corolla,Power window won't go up
2015,Toyota,Corolla,Wheel bearing humming noise
2015,Toyota,Corolla,Brake squeal when stopping
2015,Toyota,Corolla,ABS light on
2016,Toyota,Corolla,Power steering hard to turn
2016,Toyota,Corolla,AC not blowing cold
2016,Toyota,Corolla,Steering wheel vibration at highway speed
2016,Toyota,Corolla,P0442 EVAP small leak
2016,Toyota,Corolla,O2 sensor code
2016,Toyota,Corolla,Key fob not working
2016,Toyota,Corolla,Coolant leak near water pump
2016,Toyota,Corolla,EPC light on
2016,Toyota,Corolla,TPMS light on
2016,Toyota,Corolla,Alternator failure
2016,Toyota,Corolla,P0420 catalytic converter efficiency
2016,Toyota,Corolla,ABS light on
2017,Toyota,Corolla,Rough shifting at low speeds
2017,Toyota,Corolla,TPMS light on
2017,Toyota,Corolla,Brake squeal when stopping
2017,Toyota,Corolla,Transmission slipping between gears
2017,Toyota,Corolla,Rough idle when cold
2017,Toyota,Corolla,Check engine with P0300 random misfire
2017,Toyota,Corolla,Won't start
2017,Toyota,Corolla,Battery drains overnight
2017,Toyota,Corolla,AC not blowing cold
2017,Toyota,Corolla,Oil leak near valve cover
2017,Toyota,Corolla,Steering wheel vibration at highway speed
2017,Toyota,Corolla,P0442 EVAP small leak
2018,Toyota,Corolla,Rough idle when cold
2018,Toyota,Corolla,Transmission slipping between gears
2018,Toyota,Corolla,Oil leak near valve cover
2018,Toyota,Corolla,O2 sensor code
2018,Toyota,Corolla,ABS light on
2018,Toyota,Corolla,Check engine with P0300 random misfire
2018,Toyota,Corolla,Battery drains overnight
2018,Toyota,Corolla,P0442 EVAP small leak
2018,Toyota,Corolla,TPMS light on
2018,Toyota,Corolla,Power window won't go up
2018,Toyota,Corolla,P0420 catalytic converter efficiency
2019,Toyota,Corolla,Power window won't go up
2019,Toyota,Corolla,Brake squeal when stopping
2019,Toyota,Corolla,Rough shifting at low speeds
2019,Toyota,Corolla,Won't start
2019,Toyota,Corolla,Rough idle when cold
2019,Toyota,Corolla,Alternator failure
2019,Toyota,Corolla,Battery drains overnight
2019,Toyota,Corolla,Oil leak near valve cover
2019,Toyota,Corolla,Key fob not working
2019,Toyota,Corolla,TPMS light on
2019,Toyota,Corolla,Squealing serpentine belt
2010,Toyota,Tacoma,Wheel bearing humming noise
2010,Toyota,Tacoma,Steering wheel vibration at highway speed
2010,Toyota,Tacoma,Oil leak near valve cover
2010,Toyota,Tacoma,Squealing serpentine belt
2010,Toyota,Tacoma,Brake squeal when stopping
2010,Toyota,Tacoma,Coolant leak near water pump
2010,Toyota,Tacoma,Rough idle when cold
2010,Toyota,Tacoma,EPC light on
2010,Toyota,Tacoma,Won't start
2010,Toyota,Tacoma,TPMS light on
2010,Toyota,Tacoma,Battery drains overnight
2010,Toyota,Tacoma,Alternator failure
2011,Toyota,Tacoma,Rough shifting at low speeds
2011,Toyota,Tacoma,Key fob not working
2011,Toyota,Tacoma,P0442 EVAP small leak
2011,Toyota,Tacoma,P0420 catalytic converter efficiency
2011,Toyota,Tacoma,Steering wheel vibration at highway speed
2011,Toyota,Tacoma,TPMS light on
2011,Toyota,Tacoma,Squealing serpentine belt
2011,Toyota,Tacoma,Battery drains overnight
2011,Toyota,Tacoma,Brake squeal when stopping
2011,Toyota,Tacoma,Wheel bearing humming noise
2011,Toyota,Tacoma,Check engine with P0300 random misfire
2012,Toyota,Tacoma,O2 sensor code
2012,Toyota,Tacoma,Wheel bearing humming noise
2012,Toyota,Tacoma,Oil leak near valve cover
2012,Toyota,Tacoma,Brake squeal when stopping
2012,Toyota,Tacoma,Squealing serpentine belt
2012,Toyota,Tacoma,Coolant leak near water pump
2012,Toyota,Tacoma,Battery drains overnight
2012,Toyota,Tacoma,P0420 catalytic converter efficiency
2012,Toyota,Tacoma,Check engine with P0300 random misfire
2012,Toyota,Tacoma,Key fob not working
2012,Toyota,Tacoma,TPMS light on
2013,Toyota,Tacoma,Battery drains overnight
2013,Toyota,Tacoma,Power steering hard to turn
2013,Toyota,Tacoma,Oil leak near valve cover
2013,Toyota,Tacoma,Steering wheel vibration at highway speed
2013,Toyota,Tacoma,Overheating in traffic
2013,Toyota,Tacoma,ABS light on
2013,Toyota,Tacoma,Alternator failure
2013,Toyota,Tacoma,Transmission slipping between gears
2013,Toyota,Tacoma,Check engine with P0300 random misfire
2013,Toyota,Tacoma,Rough shifting at low speeds
2013,Toyota,Tacoma,Wheel bearing humming noise
2014,Toyota,Tacoma,Power steering hard to turn
2014,Toyota,Tacoma,Wheel bearing humming noise
2014,Toyota,Tacoma,Transmission slipping between gears
2014,Toyota,Tacoma,Battery drains overnight
2014,Toyota,Tacoma,Squealing serpentine belt
2014,Toyota,Tacoma,Coolant leak near water pump
2014,Toyota,Tacoma,O2 sensor code
2014,Toyota,Tacoma,P0420 catalytic converter efficiency
2015,Toyota,Tacoma,Oil leak near valve cover
2015,Toyota,Tacoma,Rough shifting at low speeds
2015,Toyota,Tacoma,Key fob not working
2015,Toyota,Tacoma,Transmission slipping between gears
2015,Toyota,Tacoma,TPMS light on
2015,Toyota,Tacoma,ABS light on
2015,Toyota,Tacoma,Wheel bearing humming noise
2015,Toyota,Tacoma,Overheating in traffic
2015,Toyota,Tacoma,Check engine with P0300 random misfire
2016,Toyota,Tacoma,Rough idle when cold
2016,Toyota,Tacoma,P0442 EVAP small leak
2016,Toyota,Tacoma,Check engine with P0300 random misfire
2016,Toyota,Tacoma,Brake squeal when stopping
2016,Toyota,Tacoma,Alternator failure
2016,Toyota,Tacoma,Won't start
2016,Toyota,Tacoma,ABS light on
2016,Toyota,Tacoma,Wheel bearing humming noise
2016,Toyota,Tacoma,AC not blowing cold
2016,Toyota,Tacoma,EPC light on
2016,Toyota,Tacoma,Squealing serpentine belt
2016,Toyota,Tacoma,Transmission slipping between gears
2017,Toyota,Tacoma,Won't start
2017,Toyota,Tacoma,Overheating in traffic
2017,Toyota,Tacoma,ABS light on
2017,Toyota,Tacoma,Squealing serpentine belt
2017,Toyota,Tacoma,P0442 EVAP small leak
2017,Toyota,Tacoma,Oil leak near valve cover
2017,Toyota,Tacoma,Alternator failure
2017,Toyota,Tacoma,Brake squeal when stopping
2017,Toyota,Tacoma,Battery drains overnight
2017,Toyota,Tacoma,Coolant leak near water pump
2018,Toyota,Tacoma,P0420 catalytic converter efficiency
2018,Toyota,Tacoma,Check engine with P0300 random misfire
2018,Toyota,Tacoma,Coolant leak near water pump
2018,Toyota,Tacoma,Squealing serpentine belt
2018,Toyota,Tacoma,Steering wheel vibration at highway speed
2018,Toyota,Tacoma,AC not blowing cold
2018,Toyota,Tacoma,ABS light on
2018,Toyota,Tacoma,O2 sensor code
2018,Toyota,Tacoma,Power steering hard to turn
2018,Toyota,Tacoma,TPMS light on
2018,Toyota,Tacoma,Key fob not working
2019,Toyota,Tacoma,Battery drains overnight
2019,Toyota,Tacoma,EPC light on
2019,Toyota,Tacoma,Oil leak near valve cover
2019,Toyota,Tacoma,P0442 EVAP small leak
2019,Toyota,Tacoma,Key fob not working
2019,Toyota,Tacoma,Alternator failure
2019,Toyota,Tacoma,Check engine with P0300 random misfire
2019,Toyota,Tacoma,ABS light on
2019,Toyota,Tacoma,Squealing serpentine belt
2019,Toyota,Tacoma,Steering wheel vibration at highway speed
2010,Toyota,RAV4,Brake squeal when stopping
2010,Toyota,RAV4,AC not blowing cold
2010,Toyota,RAV4,Overheating in traffic
2010,Toyota,RAV4,Coolant leak near water pump
2010,Toyota,RAV4,Steering wheel vibration at highway speed
2010,Toyota,RAV4,ABS light on
2010,Toyota,RAV4,Check engine with P0300 random misfire
2010,Toyota,RAV4,Squealing serpentine belt
2010,Toyota,RAV4,Power steering hard to turn
2011,Toyota,RAV4,Overheating in traffic
2011,Toyota,RAV4,P0420 catalytic converter efficiency
2011,Toyota,RAV4,Wheel bearing humming noise
2011,Toyota,RAV4,EPC light on
2011,Toyota,RAV4,P0442 EVAP small leak
